,lambda,ag_s,ae_s,ae_v,ae_t
1417,967.4222976290688,251.4357841915687,202.6661388853928,-180.1477608426855,22.841813941065357
1418,967.9152845179549,251.36311991172303,202.4871385959942,-180.06769291504145,22.80243965675014
1419,968.4085226270921,251.29057355773926,202.3084087914461,-179.98807666260564,22.763184054030095
1420,968.9020120844995,251.21814487859078,202.1299480493499,-179.90891041144786,22.724046566676037
1421,969.3957530182598,251.14583362395882,201.9517549544262,-179.83019249817758,22.685026631842863
1422,969.8897455565248,251.0736395442292,201.7738280984606,-179.75192126986633,22.64612369004366
1423,970.3839898275078,251.00156239049187,201.59616608025325,-179.674095083973,22.607337185125168
1424,970.878485959489,250.92960191453525,201.41876750556514,-179.59671230826822,22.568666564242413
1425,971.3732340808136,250.8577578688466,201.241630987067,-179.51977132076016,22.53011127783418
1426,971.8682343198926,250.78603000660738,201.06475514428786,-179.44327050962093,22.491670779598408
1427,972.363486805202,250.7144180816921,200.88813860356447,-179.36720827311314,22.453344526468015
1428,972.8589916652826,250.64292184866497,200.7117799979914,-179.29158301951796,22.41513197858691
1429,973.3547490287435,250.57154106277758,200.5356779673692,-179.2163931670626,22.377032599285727
1430,973.8507590242565,250.50027547996692,200.35983115815736,-179.14163714385006,22.339045855058778
1431,974.3470217805599,250.42912485685207,200.18423822342425,-179.06731338778846,22.301171215540272
1432,974.8435374264574,250.35808895073228,200.00889782279802,-178.99342034652028,22.26340815348113
1433,975.3403060908178,250.2871675195849,199.83380862241904,-178.9199564773545,22.225756144726084
1434,975.8373279025781,250.21636032206135,199.65896929489114,-178.84692024719618,22.188214668190554
1435,976.3346029907382,250.14566711748685,199.48437851923532,-178.7743101324803,22.15078320583851
1436,976.8321314843648,250.0750876658562,199.3100349808422,-178.7021246191029,22.11346124265966
1437,977.3299135125903,250.0046217278324,199.13593737142523,-178.63036220235495,22.076248266647404
1438,977.827949204613,249.9342690647437,198.96208438897452,-178.5590213868557,22.039143768776764
1439,978.3262386896959,249.86402943858226,198.7884747377118,-178.48810068648734,22.002147242982574
1440,978.8247820971708,249.79390261199958,198.6151071280427,-178.41759862432917,21.965258186137604
1441,979.3235795564327,249.72388834830653,198.44198027651447,-178.34751373259382,21.928476098031577
1442,979.8226311969432,249.65398641146962,198.26909290576975,-178.27784455256318,21.89180048134946
1443,980.3219371482303,249.58419656610914,198.0964437445021,-178.20858963452432,21.855230841650567
1444,980.8214975398874,249.5145185774966,197.9240315274127,-178.13974753770728,21.818766687347637
1445,981.3213125015736,249.4449522115525,197.75185499516687,-178.07131683022266,21.782407529686107
1446,981.8213821630166,249.37549723484395,197.579912894349,-178.00329608899887,21.746152882723397
1447,982.3217066540074,249.30615341458255,197.40820397742237,-177.93568389972256,21.71000226330885
1448,982.8222861044039,249.23692051862193,197.23672700268492,-177.86847885677633,21.673955191063325
1449,983.3231206441308,249.16779831545523,197.06548073422732,-177.8016795631796,21.638011188359183
1450,983.8242104031782,249.0987865742138,196.8944639418914,-177.73528463052807,21.602169780300503
1451,984.325555511602,249.0298850646637,196.72367540122906,-177.66929267893542,21.566430494703514
1452,984.8271560995273,248.9610935572039,196.5531138934592,-177.6037023369735,21.530792862076552
1453,985.3290122971422,248.89241182286452,196.38277820542962,-177.53851224161536,21.4952564156015
1454,985.8311242347024,248.82383963330415,196.21266712957495,-177.47372103817696,21.459820691114043
1455,986.3334920425301,248.75537676080714,196.04277946387649,-177.4093273802601,21.42448522708482
1456,986.8361158510127,248.6870229782833,195.87311401182322,-177.34532992969582,21.38924956460064
1457,987.3389957906069,248.61877805926244,195.70366958237094,-177.2817273564877,21.354113247345513
1458,987.8421319918331,248.55064177789552,195.53444498990476,-177.21851833875715,21.319075821582523
1459,988.3455245852793,248.48261390895053,195.3654390541991,-177.1557015626873,21.284136836135136
1460,988.8491737016,248.41469422781068,195.1966506003794,-177.0932757224685,21.249295842369083
1461,989.353079471516,248.34688251047282,195.02807845888424,-177.03123952024424,21.214552394174284
1462,989.857242025815,248.27917853354433,194.8597214654269,-176.96959166605677,21.179906047946897
1463,990.3616614953504,248.21158207424182,194.69157846095857,-176.90833087779478,21.14535636257165
1464,990.866338011045,248.14409291038837,194.5236482916291,-176.84745588113853,21.110902899403964
1465,991.3712717038853,248.0767108204119,194.3559298087528,-176.7869654095097,21.07654522225285
1466,991.876462704926,248.00943558334288,194.18842186876964,-176.72685820401765,21.042282897363318
1467,992.3819111452882,247.94226697881194,194.02112333320937,-176.66713301340852,21.00811549339923
1468,992.8876171561589,247.87520478704852,193.8540330686563,-176.60778859401398,20.97404258142648
1469,993.393580868795,247.80824878887736,193.68714994671112,-176.54882370970023,20.94006373489563
1470,993.8998024145171,247.74139876571843,193.52047284395826,-176.49023713181833,20.906178529625713
1471,994.4062819247141,247.67465449958323,193.35400064192865,-176.43202763915332,20.87238654378726
1472,994.9130195308414,247.60801577307285,193.18773222706523,-176.3741940178758,20.838687357885917
1473,995.4200153644219,247.54148236937786,193.02166649068857,-176.31673506149207,20.805080554746148
1474,995.9272695570451,247.47505407227274,192.8558023289621,-176.25964957079606,20.771565719494973
1475,996.4347822403665,247.40873066611752,192.69013864285816,-176.20293635382063,20.738142439545943
1476,996.9425535461121,247.34251193585274,192.52467433812296,-176.14659422579007,20.704810304583056
1477,997.4505836060717,247.27639766699988,192.3594083252451,-176.09062200907223,20.671568906545268
1478,997.9588725521036,247.210387645658,192.1943395194205,-176.0350185331324,20.638417839610444
1479,998.4674205161328,247.14448165850175,192.02946684051986,-175.97978263448528,20.605356700180153
1480,998.9762276301508,247.07867949277983,191.86478921305624,-175.92491315665035,20.57238508686405
1481,999.4852940262195,247.01298093631254,191.7003055661506,-175.87040895010423,20.53950260046446
1482,999.994619836465,246.94738577749024,191.53601483350238,-175.81626887223675,20.506708843961583
1483,1000.5042051930814,246.8818938052717,191.371915953355,-175.76249178730475,20.47400342249813
1484,1001.0140502283306,246.81650480918097,191.20800786846542,-175.709076566388,20.441385943364555
1485,1001.5241550745417,246.7512185793064,191.04428952607137,-175.65602208734433,20.408856015984234
1486,1002.0345198641103,246.68603490629906,190.88075987786166,-175.6033272347661,20.37641325189881
1487,1002.5451447295025,246.62095358136892,190.71741787994273,-175.55099089993612,20.344057264753395
1488,1003.0560298032487,246.55597439628517,190.5542624928101,-175.49901198078442,20.311787670282573
1489,1003.5671752179483,246.49109714337314,190.39129268131643,-175.4473893818457,20.279604086295688
1490,1004.0785811062675,246.42632161551262,190.22850741464177,-175.39612201421633,20.247506132662945
1491,1004.5902476009398,246.36164760613565,190.06590566626312,-175.34520879551238,20.215493431301066
1492,1005.1021748347691,246.2970749092251,189.9034864139236,-175.29464864982748,20.183565606159323
1493,1005.614362940624,246.2326033193128,189.7412486396044,-175.2444405076913,20.15172228320586
1494,1006.1268120514418,246.1682326314776,189.57919132949465,-175.19458330602876,20.119963090413897
1495,1006.6395223002273,246.10396264134255,189.4173134739617,-175.14507598811878,20.08828765774798
1496,1007.1524938200536,246.03979314507464,189.25561406752263,-175.09591750355364,20.05669561715045
1497,1007.665726744061,245.97572393938208,189.09409210881523,-175.04710680819917,20.025186602528187
1498,1008.1792212054571,245.9117548215127,188.93274660056974,-174.9986428641548,19.99376024973915
1499,1008.6929773375205,245.84788558925135,188.77157654957912,-174.95052463971317,19.96241619657906
1500,1009.206995273594,245.78411604091923,188.61058096667344,-174.90275110932234,19.931154082768618
1501,1009.7212751470901,245.72044597537158,188.44975886668948,-174.85532125354598,19.89997354994025
1502,1010.2358170914889,245.65687519199568,188.28910926844446,-174.8082340590247,19.868874241625285
1503,1010.7506212403376,245.5934034907093,188.12863119470816,-174.76148851843823,19.83785580324128
1504,1011.2656877272545,245.53003067195877,187.9683236721746,-174.71508363046686,19.806917882078963
1505,1011.7810166859231,245.46675653671693,187.80818573143657,-174.6690183997545,19.776060127290123
1506,1012.2966082500957,245.40358088648242,187.64821640695814,-174.62329183687075,19.745282189874832
1507,1012.8124625535928,245.34050352327657,187.48841473704726,-174.57790295827408,19.714583722669133
1508,1013.3285797303035,245.27752424964245,187.3287797638299,-174.53285078627474,19.683964380332686
1509,1013.8449599141849,245.21464286864253,187.16931053322378,-174.48813434899904,19.65342381933665
1510,1014.3616032392611,245.15185918385808,187.01000609491217,-174.44375268035233,19.62296169795161
1511,1014.8785098396278,245.08917299938577,186.850865502317,-174.39970481998319,19.592577676235326
1512,1015.395679849446,245.02658411983703,186.69188781257492,-174.3559898132487,19.56227141602124
1513,1015.913113402946,244.96409235033636,186.53307208651074,-174.31260671117818,19.532042580906335
1514,1016.4308106344265,244.90169749651932,186.37441738861173,-174.2695545704385,19.501890836239514
1515,1016.9487716782536,244.83939936453064,186.21592278700336,-174.22683245329938,19.471815849110033
1516,1017.4669966688651,244.77719776102276,186.0575873534233,-174.1844394275988,19.44181728833574
1517,1017.985485740764,244.71509249315383,185.8994101631974,-174.14237456670892,19.411894824451927
1518,1018.5042390285231,244.653083368587,185.74139029521507,-174.10063694950213,19.38204812969981
1519,1019.0232566667836,244.59117019548756,185.58352683190432,-174.0592256603171,19.352276878015235
1520,1019.5425387902553,244.52935278252164,185.42581885920788,-174.01813978892602,19.322580745017532
1521,1020.0620855337157,244.46763093885443,185.26826546655934,-173.9773784305009,19.292959407998513
1522,1020.5818970320141,244.4060044741492,185.110865746858,-173.93694068558074,19.263412545911194
1523,1021.1019734200655,244.34447319856494,184.95361879644676,-173.89682566003924,19.233939839359167
1524,1021.6223148328544,244.28303692275486,184.7965237150877,-173.85703246505233,19.20454097058561
1525,1022.1429214054343,244.22169545786477,184.63957960593893,-173.81756021706602,19.175215623462613
1526,1022.6637932729275,244.16044861553175,184.4827855755309,-173.7784080377645,19.14596348348033
1527,1023.184930570524,244.09929620788188,184.32614073374452,-173.73957505403885,19.11678423773669
1528,1023.706333433486,244.0382380475288,184.16964419378604,-173.70106039795522,19.08767757492645
1529,1024.2280019971413,243.9772739475733,184.01329507216704,-173.66286320672432,19.05864318533126
1530,1024.749936396888,243.91640372159952,183.85709248867977,-173.62498262266993,19.02968076080893
1531,1025.272136768193,243.85562718367524,183.70103556637594,-173.5874177931992,19.00078999478342
1532,1025.7946032465918,243.79494414834937,183.54512343154394,-173.55016787077102,18.971970582234455
1533,1026.317335967689,243.73435443065034,183.38935521368705,-173.5132320128673,18.94322221968761
1534,1026.8403350671604,243.67385784608487,183.23373004550038,-173.47660938196182,18.914544605203943
1535,1027.3636006807483,243.6134542106366,183.07824706285126,-173.44029914549165,18.88593743837047
1536,1027.887132944265,243.5531433407634,182.9229054047558,-173.40430047582677,18.857400420290002
1537,1028.4109319935924,243.49292505339756,182.76770421335806,-173.36861255024175,18.82893325357139
1538,1028.9349979646802,243.43279916594253,182.61264263390896,-173.3332345508862,18.8005356423199
1539,1029.4593309935506,243.3727654962723,182.45771981474428,-173.29816566475608,18.772207292127277
1540,1029.983931216292,243.3128238627296,182.30293490726453,-173.2634050836656,18.74394791006253
1541,1030.5087987690633,243.25297408412453,182.1482870659138,-173.22895200421829,18.71575720466215
1542,1031.0339337880926,243.19321597973305,181.99377544815894,-173.1948056277797,18.687634885920804
1543,1031.5593364096776,243.133549369295,181.83939921446904,-173.16096516044885,18.659580665281876
1544,1032.0850067701856,243.07397407301278,181.68515752829484,-173.12742981303097,18.631594255628265
1545,1032.6109450060517,243.01448991155073,181.53104955604906,-173.09419880101,18.603675371273145
1546,1033.1371512537842,242.95509670603178,181.37707446708447,-173.06127134452123,18.57582372795056
1547,1033.6636256499578,242.8957942780379,181.22323143367663,-173.0286466683246,18.5480390428068
1548,1034.190368331218,242.83658244960736,181.06951963100173,-172.99632400177782,18.520321034390964
1549,1034.717379434279,242.77746104323356,180.9159382371179,-172.96430257880934,18.492669422646255
1550,1035.244659095925,242.71842988186356,180.76248643294548,-172.9325816378928,18.46508392890099
1551,1035.7722074530122,242.65948878889694,180.60916340224685,-172.90116042202004,18.43756427585969
1552,1036.3000246424633,242.60063758818345,180.45596833160818,-172.8700381786757,18.41011018759457
1553,1036.8281108012723,242.5418761040229,180.30290041041968,-172.83921415981132,18.382721389536638
1554,1037.3564660665027,242.48320416116235,180.14995883085643,-172.8086876218195,18.355397608467175
1555,1037.8850905752877,242.42462158479555,179.99714278785984,-172.77845782550867,18.328138572509157
1556,1038.413984464831,242.36612820056064,179.84445147911825,-172.74852403607812,18.300944011118695
1557,1038.9431478724046,242.3077238345402,179.6918841050488,-172.7188855230928,18.273813655076736
1558,1039.4725809353538,242.24940831325776,179.5394398687782,-172.68954156045857,18.2467472364805
1559,1040.0022837910908,242.191181463678,179.3871179761252,-172.6604914263974,18.21974448873539
1560,1040.5322565770985,242.13304311320508,179.23491763558164,-172.63173440342342,18.192805146546586
1561,1041.0624994309305,242.07499308968028,179.08283805829447,-172.60326977831826,18.16592894591089
1562,1041.593012490209,242.01703122138213,178.93087845804794,-172.5750968421072,18.139115624108772
1563,1042.1237958926295,241.9591573370229,178.77903805124456,-172.5472148900353,18.1123649196959
1564,1042.6548497759545,241.90137126574967,178.62731605688876,-172.51962322154344,18.085676572495622
1565,1043.1861742780181,241.84367283714053,178.4757116965683,-172.49232114024554,18.059050323590647
1566,1043.7177695367245,241.78606188120537,178.32422419443702,-172.46530795390422,18.032485915315355
1567,1044.2496356900476,241.72853822838286,178.1728527771972,-172.43858297440866,18.00598309124792
1568,1044.7817728760313,241.67110170953984,178.0215966740825,-172.412145517751,17.979541596202548
1569,1045.3141812327926,241.61375215596962,177.87045511683957,-172.38599490400352,17.953161176221577
1570,1045.846860898516,241.55648939939107,177.71942733971272,-172.3601304572966,17.92684157856811
1571,1046.3798120114575,241.4993132719466,177.56851257942577,-172.33455150579567,17.90058255171828
1572,1046.9130347099428,241.44222360620154,177.41771007516556,-172.30925738167926,17.874383845353655
1573,1047.446529132368,241.38522023514207,177.267019068565,-172.28424742111676,17.848245210353852
1574,1047.9802954172023,241.32830299217466,177.1164388036857,-172.2595209642466,17.822166398788855
1575,1048.5143337029829,241.27147171112375,176.965968527003,-172.23507735515423,17.796147163911996
1576,1049.0486441283178,241.2147262262314,176.81560748738818,-172.21091594185083,17.770187260152348
1577,1049.5832268318863,241.1580663721551,176.6653549360928,-172.1870360762517,17.744286443107534
1578,1050.118081952438,241.10149198396715,176.51521012673194,-172.16343711415507,17.718444469536532
1579,1050.6532096287935,241.04500289715284,176.36517231526835,-172.1401184152206,17.692661097352403
1580,1051.1886099998428,240.98859894760994,176.21524075999687,-172.11707934294913,17.666936085615323
1581,1051.7242832045501,240.9322799716458,176.06541472152693,-172.0943192646612,17.64126919452527
1582,1052.2602293819473,240.8760458059775,175.91569346276856,-172.0718375514767,17.615660185415262
1583,1052.7964486711376,240.81989628773022,175.76607624891608,-172.0496335782945,17.5901088207443
1584,1053.3329412112957,240.76383125443596,175.61656234743182,-172.0277067237718,17.564614864090355
1585,1053.8697071416661,240.70785054403171,175.4671510280316,-172.00605637030426,17.539178080143692
1586,1054.4067466015672,240.65195399485836,175.31784156266778,-171.98468190400553,17.513798234699706
1587,1054.9440597303856,240.59614144566032,175.16863322551575,-171.963582714688,17.488475094652564
1588,1055.4816466675793,240.54041273558298,175.0195252929578,-171.94275819584254,17.463208427988235
1589,1056.0195075526779,240.48476770417227,174.87051704356776,-171.9222077446192,17.43799800377786
1590,1056.5576425252823,240.42920619137314,174.7216077580965,-171.90193076180745,17.412843592171093
1591,1057.0960517250637,240.37372803752805,174.57279671945662,-171.88192665181745,17.38774496438968
1592,1057.6347352917644,240.3183330833762,174.42408321270798,-171.86219482266017,17.362701892720715
1593,1058.1736933652007,240.26302117005176,174.27546652504182,-171.84273468592923,17.337714150510156
1594,1058.7129260852564,240.20779213908347,174.12694594576791,-171.82354565678102,17.312781512156615
1595,1059.2524335918886,240.1526458323918,173.97852076629863,-171.80462715391704,17.287903753104764
1596,1059.792216025125,240.09758209228977,173.83019028013504,-171.78597859956463,17.26308064983905
1597,1060.3322735250642,240.04260076148066,173.68195378285228,-171.76759941945878,17.238311979877345
1598,1060.8726062318788,239.9877016830558,173.53381057208492,-171.74948904282365,17.2135975217647
1599,1061.4132142858098,239.93288470049538,173.38575994751372,-171.7316469023545,17.18893705506718
1600,1061.9540978271707,239.8781496576658,173.2378012108507,-171.71407243419998,17.164330360365657
1601,1062.495256996347,239.82349639881895,173.08993366582533,-171.69676507794364,17.139777219249638
1602,1063.0366919337955,239.768924768591,172.94215661817051,-171.67972427658648,17.115277414311237
1603,1063.5784027800437,239.71443461200113,172.79446937560917,-171.66294947652938,17.09083072913911
1604,1064.120389675691,239.66002577445022,172.64687124783973,-171.6464401275557,17.066436948312486
1605,1064.6626527614108,239.60569810171972,172.49936154652264,-171.63019568281317,17.042095857395044
1606,1065.2051921779453,239.55145143997072,172.35193958526722,-171.61421559879784,17.017807242929244
1607,1065.7480080661092,239.49728563574226,172.2046046796177,-171.59849933533584,16.993570892430306
1608,1066.291100566789,239.44320053595112,172.05735614704008,-171.58304635556738,16.969386594380357
1609,1066.8344698209428,239.38919598788934,171.9101933069085,-171.56785612592884,16.945254138222747
1610,1067.3781159696023,239.3352718392238,171.76311548049162,-171.5529281161369,16.921173314356107
1611,1067.9220391538688,239.28142793799475,171.61612199094034,-171.5382617991718,16.897143914128847
1612,1068.4662395149167,239.22766413261553,171.46921216327385,-171.52385665126036,16.87316572983332
1613,1069.0107171939915,239.17398027187002,171.32238532436713,-171.5097121518599,16.8492385547003
1614,1069.5554723324112,239.1203762049125,171.1756408029378,-171.49582778364234,16.825362182893283
1615,1070.1005050715648,239.06685178126642,171.02897792953323,-171.4822030324774,16.80153640950308
1616,1070.6458155529167,239.01340685082232,170.88239603651692,-171.4688373874174,16.777761030541967
1617,1071.1914039179999,238.96004126383798,170.73589445805715,-171.45573034068056,16.75403584293861
1618,1071.7372703084202,238.90675487093688,170.58947253011402,-171.44288138763574,16.730360644532475
1619,1072.2834148658565,238.8535475231064,170.4431295904259,-171.43029002678682,16.70673523406823
1620,1072.829837732058,238.8004190716974,170.29686497849823,-171.41795575975678,16.683159411190683
1621,1073.37653904885,238.74736936842265,170.1506780355893,-171.40587809127243,16.659632976439134
1622,1073.9235189581264,238.69439826535643,170.00456810469993,-171.3940565291495,16.636155731242358
1623,1074.4707776018543,238.64150561493238,169.85853453055995,-171.38249058427692,16.6127274779132
1624,1075.0183151220738,238.58869126994384,169.71257665961633,-171.37117977060197,16.58934801964339
1625,1075.566131660897,238.53595508354053,169.56669384002092,-171.36012360511538,16.566017160498294
1626,1076.1142273605085,238.48329690923003,169.42088542161838,-171.3493216078362,16.54273470541188
1627,1076.662602363164,238.4307166008748,169.27515075593456,-171.33877330179766,16.51950046018152
1628,1077.2112568111957,238.37821401269164,169.12948919616318,-171.32847821303136,16.496314231462765
1629,1077.7601908470037,238.325788999251,168.98390009715604,-171.3184358705541,16.473175826764642
1630,1078.3094046130634,238.2734414154752,168.83838281540972,-171.3086458063527,16.450085054444337
1631,1078.8588982519216,238.22117111663826,168.69293670905446,-171.29910755536977,16.42704172370238
1632,1079.4086719061972,238.1689779583638,168.54756113784242,-171.28982065548956,16.40404564457762
1633,1079.958725718585,238.11686179662453,168.40225546313522,-171.28078464752366,16.38109662794226
1634,1080.5090598318486,238.06482248774145,168.25701904789403,-171.27199907519753,16.358194485497126
1635,1081.0596743888268,238.0128598883819,168.11185125666665,-171.26346348513601,16.335339029766725
1636,1081.6105695324297,237.9609738555595,167.9667514555773,-171.2551774268497,16.312530074094465
1637,1082.1617454056413,237.90916424663263,167.82171901231408,-171.2471404527215,16.289767432637806
1638,1082.713202151518,237.85743091930263,167.67675329611853,-171.23935211799287,16.267050920363584
1639,1083.264939913188,237.80577373161483,167.53185367777442,-171.23181198075005,16.244380353043315
1640,1083.8169588338558,237.75419254195495,167.3870195295954,-171.2245196019112,16.221755547248314
1641,1084.3692590567955,237.7026872090502,167.24225022541592,-171.2174745452125,16.199176320345337
1642,1084.9218407253557,237.65125759196633,167.0975451405785,-171.21067637719548,16.17664249049172
1643,1085.4747039829574,237.5999035501087,166.9529036519238,-171.20412466719387,16.154153876630925
1644,1086.027848973094,237.54862494321952,166.80832513777915,-171.19781898732006,16.131710298487945
1645,1086.5812758393354,237.49742163137762,166.6638089779477,-171.19175891245288,16.109311576564604
1646,1087.1349847253211,237.446293474997,166.5193545536977,-171.18594402022427,16.086957532135337
1647,1087.688975774765,237.3952403348265,166.37496124775245,-171.18037389100675,16.064647987242573
1648,1088.2432491314541,237.34426207194844,166.23062844427852,-171.175048107901,16.042382764692242
1649,1088.797804939249,237.29335854777676,166.0863555288761,-171.16996625672306,16.02016168804948
1650,1089.3526433420825,237.24252962405802,165.94214188856787,-171.1651279259918,15.997984581634181
1651,1089.9077644839635,237.19177516286783,165.79798691178803,-171.16053270691688,15.975851270516527
1652,1090.4631685089716,237.14109502661202,165.65388998837352,-171.15618019338623,15.953761580512976
1653,1091.0188555612606,237.09048907802486,165.50985050955194,-171.15206998195427,15.931715338181652
1654,1091.5748257850576,237.03995718016742,165.36586786793225,-171.14820167182927,15.909712370818236
1655,1092.131079324664,236.9894991964279,165.22194145749384,-171.14457486486162,15.887752506451646
1656,1092.6876163244524,236.9391149905197,165.07807067357726,-171.14118916553227,15.865835573839945
1657,1093.2444369288733,236.88880442648002,164.9342549128722,-171.13804418094023,15.843961402465938
1658,1093.801541282447,236.83856736867074,164.7904935734097,-171.13513952079157,15.822129822533267
1659,1094.358929529769,236.78840368177515,164.64678605455046,-171.13247479738712,15.800340664962134
1660,1094.9166018155079,236.73831323079867,164.50313175697593,-171.1300496256114,15.778593761385217
1661,1095.4745582844064,236.6882958810673,164.35953008267703,-171.1278636229209,15.756888944143574
1662,1096.0327990812796,236.63835149822637,164.21598043494595,-171.1259164093329,15.735226046282715
1663,1096.59132435102,236.58847994824035,164.0724822183642,-171.12420760741398,15.713604901548324
1664,1097.1501342385905,236.53868109739034,163.92903483879493,-171.12273684226864,15.692025344382571
1665,1097.709228889029,236.48895481227547,163.7856377033721,-171.12150374152876,15.670487209919903
1666,1098.268608447447,236.4393009598099,163.64229022049076,-171.12050793534186,15.648990333983246
1667,1098.8282730590292,236.3897194072229,163.498991799798,-171.11974905636075,15.627534553080048
1668,1099.3882228690377,236.3402100220578,163.35574185218218,-171.11922673973214,15.606119704398186
1669,1099.9484580228052,236.29077267217016,163.21253978976463,-171.11894062308605,15.584745625802485
1670,1100.508978665739,236.24140722572847,163.06938502588991,-171.11889034652515,15.563412155830529
1671,1101.0697849433216,236.19211355121212,162.92627697511594,-171.1190755526139,15.542119133689011
1672,1101.6308770011085,236.1428915174102,162.78321505320454,-171.11949588636836,15.520866399249929
1673,1102.19225498473,236.09374099342153,162.64019867711283,-171.12015099524498,15.499653793046749
1674,1102.7539190398898,236.04466184865325,162.4972272649833,-171.1210405291312,15.478481156270714
1675,1103.315869312368,235.99565395281954,162.35430023613418,-171.1221641403342,15.457348330767067
1676,1103.8781059480173,235.94671717594147,162.21141701105122,-171.1235214835711,15.436255159031393
1677,1104.4406290927643,235.8978513883457,162.0685770113782,-171.12511221595864,15.415201484206
1678,1105.003438892611,235.84905646066312,161.92577965990716,-171.12693599700333,15.39418715007613
1679,1105.566535493632,235.80033226382935,161.78302438057068,-171.12899248859085,15.37321200106653
1680,1106.1299190419804,235.75167866908154,161.64031059843046,-171.1312813549767,15.352275882237516
1681,1106.6935896838797,235.7030955479602,161.4976377396714,-171.13380226277582,15.331378639281805
1682,1107.2575475656295,235.6545827723059,161.35500523159047,-171.1365548809533,15.310520118520623
1683,1107.821792833604,235.60614021425982,161.2124125025885,-171.13953888081417,15.289700166900412
1684,1108.386325634251,235.55776774626256,161.06985898216138,-171.14275393599394,15.268918631989076
1685,1108.9511461140949,235.5094652410531,160.92734410089108,-171.14619972244898,15.248175361972708
1686,1109.5162544197315,235.46123257166795,160.78486729043735,-171.1498759184471,15.227470205652041
1687,1110.081650697836,235.41306961144008,160.64242798352768,-171.15378220455784,15.20680301243886
1688,1110.6473350951549,235.36497623399816,160.5000256139504,-171.15791826364313,15.186173632352835
1689,1111.21330775851,235.31695231326637,160.35765961654508,-171.16228378084855,15.165581916017945
1690,1111.779568834798,235.26899772346243,160.21532942719375,-171.1668784435932,15.145027714659127
1691,1112.3461184709902,235.221112339098,160.07303448281317,-171.17170194156114,15.12451088009899
1692,1112.9129568141352,235.17329603497544,159.93077422134468,-171.17675396669216,15.104031264754274
1693,1113.4800840113535,235.12554868619037,159.78854808174776,-171.1820342131726,15.083588721632784
1694,1114.0475002098415,235.07787016812807,159.64635550399058,-171.18754237742647,15.063183104329937
1695,1114.6152055568712,235.0302603564637,159.5041959290412,-171.19327815810647,15.042814267025573
1696,1115.183200199789,234.9827191271616,159.36206879885987,-171.19924125608563,15.022482064480558
1697,1115.7514842860157,234.9352463564739,159.21997355639087,-171.2054313744475,15.002186352033748
1698,1116.3200579630502,234.88784192093993,159.07790964555304,-171.21184821847885,14.981926985598534
1699,1116.8889213784635,234.84050569738548,158.93587651123275,-171.21849149565963,14.96170382165988
1700,1117.458074679903,234.79323756292177,158.79387359927566,-171.22536091565544,14.941516717270991
1701,1118.027518015091,234.7460373949454,158.6519003564776,-171.23245619030848,14.921365530050245
1702,1118.597251531824,234.69890507113553,158.50995623057776,-171.23977703362934,14.901250118178032
1703,1119.1672753779774,234.65184046945552,158.36804067024863,-171.24732316178861,14.881170340393544
1704,1119.7375897014986,234.60484346815034,158.22615312509,-171.25509429310824,14.861126055991786
1705,1120.3081946504115,234.55791394574666,158.08429304562017,-171.26309014805386,14.841117124820537
1706,1120.879090372815,234.51105178105163,157.94245988326736,-171.27131044922612,14.821143407277164
1707,1121.450277016884,234.4642568531519,157.80065309036286,-171.27975492135266,14.801204764305634
1708,1122.021754730869,234.41752904141364,157.6588721201319,-171.28842329128045,14.781301057393527
1709,1122.593523663094,234.37086822548048,157.51711642668704,-171.29731528796702,14.761432148569028
1710,1123.1655839619632,234.32427428527393,157.37538546501878,-171.30643064247312,14.741597900397784
1711,1123.737935775952,234.27774710099123,157.23367869098936,-171.31576908795475,14.72179817598024
1712,1124.3105792536132,234.23128655310668,157.09199556132432,-171.32533035965503,14.702032838948417
1713,1124.8835145435755,234.18489252236805,156.95033553360398,-171.3351141948971,14.682301753463134
1714,1125.4567417945414,234.13856488979826,156.80869806625742,-171.34512033307539,14.662604784211045
1715,1126.030261155293,234.09230353669273,156.66708261855263,-171.35534851564893,14.642941796401699
1716,1126.604072774685,234.0461083446201,156.52548865059092,-171.36579848613331,14.62331265576475
1717,1127.178176801649,233.99997919542028,156.38391562329798,-171.37646999009317,14.603717228547087
1718,1127.7525733851921,233.95391597120448,156.2423629984172,-171.38736277513496,14.58415538150994
1719,1128.327262674398,233.90791855435378,156.1008302385012,-171.39847659089932,14.56462698192604
1720,1128.902244818426,233.8619868275191,155.95931680690492,-171.4098111890536,14.545131897576944
1721,1129.4775199665103,233.81612067361922,155.8178221677783,-171.42136632328493,14.525669996750127
1722,1130.053088267964,233.77031997584157,155.67634578605774,-171.43314174929264,14.506241148236127
1723,1130.6289498721742,233.7245846176401,155.53488712746008,-171.44513722478135,14.48684522132604
1724,1131.2051049286042,233.67891448273522,155.39344565847435,-171.45735250945359,14.467482085808578
1725,1131.7815535867935,233.6333094551129,155.25202084635467,-171.46978736500307,14.448151611967438
1726,1132.3582959963574,233.58776941902414,155.11061215911306,-171.4824415551071,14.428853670578542
1727,1132.9353323069897,233.5422942589833,154.96921906551125,-171.49531484542024,14.409588132907327
1728,1133.5126626684587,233.49688385976833,154.82784103505466,-171.5084070035671,14.390354870706158
1729,1134.0902872306083,233.45153810641986,154.6864775379846,-171.52171779913527,14.37115375621164
1730,1134.6682061433603,233.40625688424004,154.54512804527084,-171.53524700366896,14.351984662141982
